id,Gender,Age,City,Profession,CGPA,Sleep Duration,Dietary Habits,Degree,Work/Study Hours
73782,Male,33,Visakhapatnam,Student,5.11,'More than 8 hours',Unhealthy,M.Tech,6
73785,Female,29,Pune,Student,7.35,'Less than 5 hours',Unhealthy,BSc,6
73790,Male,22,Kanpur,Student,8.79,'More than 8 hours',Unhealthy,MCA,7
73791,Female,24,Hyderabad,Student,9.24,'Less than 5 hours',Unhealthy,MBA,6
73794,Female,32,Vasai-Virar,Student,5.76,'More than 8 hours',Moderate,MBBS,8
73799,Female,22,Thane,Student,6.78,'More than 8 hours',Unhealthy,M.Com,0
73803,Female,29,Nagpur,Student,5.59,'5-6 hours',Healthy,LLB,10
73804,Male,34,Surat,Student,7.26,'More than 8 hours',Healthy,M.Tech,8
73805,Male,29,Surat,Student,8.21,'5-6 hours',Unhealthy,BCA,2
73812,Female,23,Nashik,Student,7.15,'More than 8 hours',Healthy,M.Tech,1
73821,Female,20,Indore,Student,5.83,'Less than 5 hours',Unhealthy,'Class 12',10
73825,Female,28,Indore,Student,5.64,'5-6 hours',Unhealthy,B.Com,10
73831,Male,33,Hyderabad,Student,5.89,'5-6 hours',Moderate,MD,8
73843,Male,33,Nashik,Student,5.37,'More than 8 hours',Moderate,BCA,9
73845,Male,23,Agra,Student,9.84,'7-8 hours',Healthy,B.Com,11
73859,Female,28,Nagpur,Student,6.59,'More than 8 hours',Moderate,BE,11
73868,Male,34,Ludhiana,Student,5.58,'7-8 hours',Healthy,LLB,6
73872,Male,32,Patna,Student,7.52,'More than 8 hours',Moderate,B.Ed,6
73881,Female,28,Agra,Student,8.69,'Less than 5 hours',Healthy,B.Com,12
73888,Female,24,Kalyan,Student,9.6,'More than 8 hours',Healthy,MBA,7
73906,Male,28,Kolkata,Student,7.28,'7-8 hours',Moderate,MSc,12
73907,Male,26,Kalyan,Student,9.89,'More than 8 hours',Moderate,B.Pharm,10
73919,Male,19,Ludhiana,Student,9.93,'More than 8 hours',Healthy,'Class 12',9
73923,Male,24,Jaipur,Student,9.89,'More than 8 hours',Healthy,B.Ed,3
73924,Female,23,Ghaziabad,Student,8.94,'5-6 hours',Moderate,MSc,12
73947,Male,33,Ludhiana,Student,7.15,'5-6 hours',Unhealthy,MA,9
73948,Male,29,Kalyan,Student,9.11,'7-8 hours',Moderate,MD,11
73950,Male,26,Surat,Student,5.35,'7-8 hours',Healthy,LLB,10
73952,Female,32,Rajkot,Student,9.91,'More than 8 hours',Healthy,B.Pharm,8
73954,Male,29,Kolkata,Student,7.51,'Less than 5 hours',Moderate,LLM,10
73956,Female,23,Bhopal,Student,7.22,'7-8 hours',Healthy,MSc,10
73963,Female,22,Varanasi,Student,5.71,'7-8 hours',Unhealthy,BA,5
73967,Male,25,Vasai-Virar,Student,7.5,'Less than 5 hours',Moderate,MCA,12
73969,Male,24,Patna,Student,5.27,'Less than 5 hours',Unhealthy,B.Arch,11
73981,Male,20,Kolkata,Student,8.04,'5-6 hours',Unhealthy,'Class 12',6
73987,Male,32,Vasai-Virar,Student,9.02,'More than 8 hours',Unhealthy,B.Tech,4
73990,Female,28,Bhopal,Student,8.88,'Less than 5 hours',Unhealthy,MD,3
73994,Male,20,Nagpur,Student,6.1,'5-6 hours',Healthy,'Class 12',4
73999,Female,29,Kalyan,Student,6,'Less than 5 hours',Moderate,BSc,9
74002,Male,28,Ghaziabad,Student,9.71,'More than 8 hours',Unhealthy,BE,3
74006,Male,19,Delhi,Student,5.88,'More than 8 hours',Healthy,'Class 12',11
74007,Female,34,Vasai-Virar,Student,6.89,'More than 8 hours',Unhealthy,MSc,6
74012,Female,32,Pune,Student,5.27,'5-6 hours',Healthy,MBBS,2
74014,Female,25,Kanpur,Student,7.82,'7-8 hours',Unhealthy,B.Tech,0
74018,Female,18,Agra,Student,7.7,'More than 8 hours',Moderate,'Class 12',11
74022,Male,20,Chennai,Student,6.99,'More than 8 hours',Moderate,'Class 12',6
74029,Male,19,Ahmedabad,Student,8.64,'Less than 5 hours',Moderate,'Class 12',9
74034,Male,32,Vasai-Virar,Student,9.19,'Less than 5 hours',Unhealthy,M.Ed,5
74038,Male,24,Jaipur,Student,9.93,'More than 8 hours',Unhealthy,MBBS,11
74047,Male,19,Varanasi,Student,8.62,'7-8 hours',Moderate,'Class 12',8
74050,Female,22,Vasai-Virar,Student,9.21,'Less than 5 hours',Healthy,MA,10
74054,Female,27,Jaipur,Student,9.66,'5-6 hours',Healthy,BHM,5
74057,Female,29,Pune,Student,6.78,'More than 8 hours',Unhealthy,M.Com,9
74059,Female,20,Indore,Student,8.5,'5-6 hours',Healthy,BHM,8
74063,Female,19,Ghaziabad,Student,6.74,'More than 8 hours',Moderate,'Class 12',2
74069,Male,27,Bhopal,Student,8.7,'Less than 5 hours',Unhealthy,BSc,12
74070,Male,22,Lucknow,Student,9.24,'Less than 5 hours',Healthy,B.Tech,3
74072,Male,29,Srinagar,Student,8.59,'5-6 hours',Unhealthy,MHM,10
74076,Female,18,Vasai-Virar,Student,7.71,'5-6 hours',Unhealthy,'Class 12',10
74085,Male,21,Kanpur,Student,5.47,'Less than 5 hours',Moderate,BHM,11
74088,Female,29,Faridabad,Student,8.73,'More than 8 hours',Healthy,MCA,10
74091,Female,33,Ludhiana,Student,8.74,'5-6 hours',Unhealthy,M.Tech,12
74099,Male,25,Chennai,Student,7.88,'5-6 hours',Healthy,B.Tech,1
74105,Male,21,Bangalore,Student,8.42,'7-8 hours',Healthy,BCA,1
74111,Female,34,Srinagar,Student,5.48,'5-6 hours',Healthy,MD,9
74117,Male,33,Patna,Student,6.61,'Less than 5 hours',Healthy,B.Arch,0
74122,Female,25,Visakhapatnam,Student,7.07,'7-8 hours',Unhealthy,B.Com,10
74123,Male,29,Kalyan,Student,9.44,'Less than 5 hours',Unhealthy,B.Com,8
74130,Female,19,Bangalore,Student,8.27,'7-8 hours',Healthy,'Class 12',11
74131,Female,29,Ahmedabad,Student,8.56,'7-8 hours',Moderate,MSc,12
74133,Female,27,Indore,Student,6.37,'More than 8 hours',Moderate,B.Pharm,6
74139,Male,27,Surat,Student,9.5,'Less than 5 hours',Unhealthy,BCA,11
74141,Female,20,Vasai-Virar,Student,8.04,'More than 8 hours',Unhealthy,'Class 12',10
74154,Female,33,Pune,Student,8.04,'Less than 5 hours',Unhealthy,B.Ed,10
74157,Female,25,Vasai-Virar,Student,6.41,'Less than 5 hours',Moderate,LLB,9
74158,Female,24,Faridabad,Student,6.37,'Less than 5 hours',Moderate,BBA,3
74172,Male,27,Pune,Student,9.82,'5-6 hours',Moderate,B.Tech,12
74177,Female,26,Kalyan,Student,5.88,'More than 8 hours',Healthy,BBA,10
74179,Male,32,Visakhapatnam,Student,9.72,'7-8 hours',Healthy,MCA,12
74191,Male,29,Kalyan,Student,8.04,'Less than 5 hours',Healthy,MSc,8
74192,Female,28,Surat,Student,8.95,'More than 8 hours',Healthy,B.Ed,2
74212,Female,33,Kalyan,Student,5.56,'5-6 hours',Moderate,M.Tech,11
74213,Female,28,Varanasi,Student,7.53,'7-8 hours',Unhealthy,B.Com,8
74218,Male,22,Kolkata,Student,6.23,'Less than 5 hours',Moderate,MCA,12
74222,Female,29,Delhi,Student,7.17,'Less than 5 hours',Healthy,LLB,10
74234,Male,20,Pune,Student,6.41,'More than 8 hours',Healthy,'Class 12',7
74241,Male,28,Kolkata,Student,8.73,'More than 8 hours',Healthy,MCA,4
74242,Female,22,Vasai-Virar,Student,8.07,'7-8 hours',Moderate,MBA,3
74247,Female,22,Kanpur,Student,5.9,'More than 8 hours',Healthy,B.Com,5
74253,Male,29,Chennai,Student,6.24,'Less than 5 hours',Healthy,B.Pharm,9
74259,Female,29,Jaipur,Student,9.85,'7-8 hours',Moderate,MBA,10
74263,Female,32,Lucknow,Student,9.84,'7-8 hours',Moderate,MD,8
74268,Male,23,Kalyan,Student,7.39,'More than 8 hours',Moderate,BCA,6
74273,Male,19,Kolkata,Student,8.58,'5-6 hours',Healthy,'Class 12',10
74280,Female,28,Bhopal,Student,7.53,'Less than 5 hours',Unhealthy,MBBS,3
74287,Female,31,Thane,Student,5.66,'7-8 hours',Unhealthy,LLM,8
74288,Female,29,Kanpur,Student,7.6,'Less than 5 hours',Moderate,B.Com,5
74292,Female,18,Indore,Student,8.95,'More than 8 hours',Healthy,M.Com,11
74296,Male,24,Agra,Student,6,'Less than 5 hours',Unhealthy,B.Ed,11
74301,Male,18,Patna,Student,8.04,'7-8 hours',Moderate,'Class 12',8
74304,Male,25,Surat,Student,6.79,'More than 8 hours',Unhealthy,BSc,8
74309,Female,27,Visakhapatnam,Student,6.89,'More than 8 hours',Healthy,MHM,8
74313,Male,24,Pune,Student,5.32,'7-8 hours',Moderate,B.Com,7
74321,Male,26,Nagpur,Student,7.51,'Less than 5 hours',Unhealthy,BCA,4
74322,Female,18,Vasai-Virar,Student,7.48,'More than 8 hours',Healthy,'Class 12',9
74333,Male,28,Thane,Student,5.88,'Less than 5 hours',Unhealthy,B.Tech,11
74334,Male,32,Srinagar,Student,8.21,'7-8 hours',Healthy,MD,6
74336,Female,25,Rajkot,Student,5.74,'7-8 hours',Moderate,B.Com,6
74340,Female,18,Lucknow,Student,6.61,'Less than 5 hours',Moderate,'Class 12',10
74342,Male,24,Kanpur,Student,8.04,'Less than 5 hours',Healthy,B.Arch,0
74346,Female,21,Patna,Student,6.16,'Less than 5 hours',Unhealthy,M.Com,12
74356,Male,33,Chennai,Student,5.12,'7-8 hours',Unhealthy,BSc,9
74371,Female,29,Delhi,Student,8.54,'Less than 5 hours',Healthy,LLB,11
74382,Male,27,Kanpur,Student,9.72,'7-8 hours',Unhealthy,B.Pharm,12
74387,Male,26,Bangalore,Student,7.09,'Less than 5 hours',Healthy,MBA,3
74389,Male,25,Nagpur,Student,7.77,'5-6 hours',Unhealthy,BE,7
74399,Male,21,Bhopal,Student,8.04,'5-6 hours',Moderate,B.Com,2
74401,Female,25,Srinagar,Student,8.04,'Less than 5 hours',Moderate,BHM,10
74408,Male,18,Surat,Student,6.89,'Less than 5 hours',Moderate,'Class 12',9
74419,Female,29,Bangalore,Student,7.64,'Less than 5 hours',Unhealthy,B.Tech,10
74423,Male,22,Faridabad,Student,8.69,'Less than 5 hours',Moderate,MBBS,10
74429,Male,25,Vasai-Virar,Student,8.74,'More than 8 hours',Moderate,M.Ed,6
74433,Male,21,Meerut,Student,7.77,'5-6 hours',Unhealthy,M.Tech,12
74436,Female,33,Vasai-Virar,Student,5.57,'5-6 hours',Moderate,B.Ed,9
74437,Male,28,Srinagar,Student,8.58,'7-8 hours',Moderate,BSc,9
74438,Female,20,Vadodara,Student,8.04,'7-8 hours',Healthy,MA,12
74439,Female,27,Bangalore,Student,7.48,'Less than 5 hours',Moderate,MBBS,6
74442,Female,32,Bangalore,Student,5.81,'Less than 5 hours',Healthy,M.Tech,4
74449,Female,30,Thane,Student,5.88,'5-6 hours',Moderate,B.Ed,10
74456,Female,38,Patna,Student,9.49,'5-6 hours',Moderate,'Class 12',9
74463,Male,28,Varanasi,Student,8.42,'7-8 hours',Unhealthy,M.Tech,6
74468,Male,23,Nagpur,Student,6.37,'More than 8 hours',Unhealthy,M.Tech,0
74471,Male,21,Lucknow,Student,7.13,'7-8 hours',Moderate,B.Com,0
74476,Female,31,Nagpur,Student,9.41,'More than 8 hours',Healthy,LLM,3
74479,Female,28,Lucknow,Student,9.39,'Less than 5 hours',Unhealthy,B.Com,11
74482,Female,28,Meerut,Student,6.39,'More than 8 hours',Moderate,B.Ed,7
74483,Female,20,Pune,Student,6.04,'Less than 5 hours',Unhealthy,MA,5
74488,Male,20,Kanpur,Student,8.04,'7-8 hours',Moderate,'Class 12',7
74500,Male,33,Ahmedabad,Student,7.61,'Less than 5 hours',Unhealthy,BHM,10
74503,Female,18,Ghaziabad,Student,8.17,'Less than 5 hours',Moderate,'Class 12',12
74513,Male,29,Meerut,Student,6.29,'Less than 5 hours',Unhealthy,B.Tech,1
74520,Male,25,Kanpur,Student,9.44,'7-8 hours',Moderate,BBA,11
74521,Male,23,Varanasi,Student,7.51,'7-8 hours',Unhealthy,B.Ed,12
74540,Male,22,Hyderabad,Student,9.85,'More than 8 hours',Healthy,PhD,6
74541,Male,18,Srinagar,Student,5.65,'More than 8 hours',Unhealthy,'Class 12',11
74551,Female,30,Varanasi,Student,9.97,'Less than 5 hours',Moderate,BSc,9
74552,Female,25,Agra,Student,7.52,'Less than 5 hours',Healthy,MSc,0
74557,Male,25,Jaipur,Student,6.1,'Less than 5 hours',Unhealthy,BSc,5
74573,Female,31,Jaipur,Student,9.25,'7-8 hours',Moderate,MA,10
74575,Male,28,Visakhapatnam,Student,7.68,'Less than 5 hours',Unhealthy,B.Arch,5
74580,Female,20,Ahmedabad,Student,8.91,'More than 8 hours',Unhealthy,'Class 12',3
74589,Female,23,Patna,Student,8,'Less than 5 hours',Moderate,B.Tech,6
74594,Female,33,Indore,Student,9.6,'Less than 5 hours',Unhealthy,M.Ed,8
74602,Female,30,Surat,Student,7.53,'Less than 5 hours',Unhealthy,BCA,2
74603,Female,27,Lucknow,Student,6.83,'7-8 hours',Moderate,'Class 12',12
74610,Male,23,Mumbai,Student,6.1,'5-6 hours',Unhealthy,MCA,8
74615,Female,22,Pune,Student,5.32,'7-8 hours',Healthy,BCA,10
74617,Female,34,Nagpur,Student,5.1,'5-6 hours',Moderate,B.Pharm,4
74620,Female,19,Visakhapatnam,Student,7.68,'5-6 hours',Moderate,'Class 12',0
74623,Female,18,Kanpur,Student,7.27,'Less than 5 hours',Healthy,'Class 12',7
74624,Male,18,Varanasi,Student,9.19,'7-8 hours',Healthy,'Class 12',12
74633,Male,19,Bhopal,Student,7.1,'7-8 hours',Moderate,'Class 12',12
74649,Male,21,Ghaziabad,Student,7.47,'Less than 5 hours',Moderate,B.Com,1
74650,Female,30,Bhopal,Student,9.86,'5-6 hours',Healthy,MSc,6
74659,Female,26,Vasai-Virar,Student,6.02,'Less than 5 hours',Unhealthy,BSc,7
74660,Male,18,Bangalore,Student,7.72,'7-8 hours',Moderate,'Class 12',8
74672,Male,19,Ludhiana,Student,8.04,'More than 8 hours',Healthy,'Class 12',7
74684,Female,23,Jaipur,Student,8.17,'7-8 hours',Healthy,B.Arch,2
74689,Male,21,Ludhiana,Student,9.63,'7-8 hours',Unhealthy,BCA,10
74694,Male,20,Meerut,Student,7.04,'7-8 hours',Unhealthy,'Class 12',0
74695,Male,23,Pune,Student,6.41,'7-8 hours',Unhealthy,MCA,8
74698,Female,29,Ahmedabad,Student,9.24,'Less than 5 hours',Moderate,B.Arch,11
74707,Female,23,Jaipur,Student,8.04,'Less than 5 hours',Unhealthy,B.Ed,12
74711,Male,23,Rajkot,Student,6.37,'Less than 5 hours',Healthy,BSc,12
74713,Male,28,Hyderabad,Student,7.49,'5-6 hours',Unhealthy,M.Pharm,7
74717,Male,33,Nagpur,Student,7.99,'7-8 hours',Moderate,'Class 12',12
74721,Female,25,Nagpur,Student,7.51,'Less than 5 hours',Unhealthy,BHM,7
74726,Female,23,Kalyan,Student,8.25,'7-8 hours',Moderate,MCA,9
74727,Female,33,Kalyan,Student,6.26,'5-6 hours',Healthy,MCA,5
74734,Female,30,Pune,Student,7.28,'Less than 5 hours',Unhealthy,M.Com,10
74739,Female,21,Visakhapatnam,Student,8.5,'5-6 hours',Moderate,B.Arch,10
74748,Male,24,Agra,Student,9.72,'More than 8 hours',Unhealthy,B.Ed,9
74749,Male,23,Vadodara,Student,6.38,'More than 8 hours',Unhealthy,BHM,4
74755,Male,21,Delhi,Student,8.14,'Less than 5 hours',Moderate,MCA,1
74759,Female,26,Srinagar,Student,9.1,'5-6 hours',Moderate,B.Pharm,6
74761,Male,34,Kalyan,Student,6.51,'5-6 hours',Moderate,BE,0
74768,Female,29,Thane,Student,7.75,'7-8 hours',Moderate,B.Tech,11
74769,Male,33,Kalyan,Student,7.52,'More than 8 hours',Moderate,PhD,12
74773,Female,32,Pune,Student,7.9,'5-6 hours',Unhealthy,B.Tech,12
74778,Female,19,Lucknow,Student,9.26,'Less than 5 hours',Moderate,'Class 12',10
74786,Male,33,Kolkata,Student,8.04,'5-6 hours',Moderate,M.Ed,1
74788,Female,32,Ahmedabad,Student,8.81,'7-8 hours',Unhealthy,M.Tech,10
74790,Male,23,Delhi,Student,9.89,'More than 8 hours',Healthy,B.Tech,9
74793,Male,29,Visakhapatnam,Student,8.04,'7-8 hours',Moderate,B.Arch,12
74803,Male,25,Kanpur,Student,6.89,'Less than 5 hours',Unhealthy,BA,1
74817,Female,28,Vadodara,Student,9.63,'Less than 5 hours',Unhealthy,B.Arch,6
74825,Female,20,Chennai,Student,9.84,'5-6 hours',Healthy,'Class 12',12
74832,Male,32,Kalyan,Student,7.1,'Less than 5 hours',Unhealthy,ME,11
74844,Female,21,Kalyan,Student,8.04,'7-8 hours',Moderate,B.Arch,8
74851,Male,21,Ahmedabad,Student,7.15,'More than 8 hours',Unhealthy,BA,7
74854,Male,18,Vasai-Virar,Student,5.97,'Less than 5 hours',Unhealthy,'Class 12',1
74855,Male,23,Bhopal,Student,8.96,'More than 8 hours',Unhealthy,B.Tech,4
74856,Male,31,Lucknow,Student,6.78,'Less than 5 hours',Unhealthy,BE,11
74857,Male,27,Nagpur,Student,8.58,'7-8 hours',Healthy,BSc,10
74858,Female,27,Kolkata,Student,5.6,'7-8 hours',Unhealthy,B.Arch,3
74866,Male,21,Kalyan,Student,9.44,'5-6 hours',Moderate,M.Com,11
74868,Female,29,Ludhiana,Student,9.37,'5-6 hours',Unhealthy,MA,12
74871,Female,34,Bangalore,Student,6.27,'More than 8 hours',Moderate,MD,0
74872,Male,33,Rajkot,Student,5.64,'7-8 hours',Unhealthy,B.Tech,11
74887,Female,56,Ludhiana,Student,7.94,'5-6 hours',Unhealthy,BSc,1
74890,Male,31,Mumbai,Student,7.38,'7-8 hours',Moderate,B.Ed,2
74893,Male,27,Patna,Student,7.1,'Less than 5 hours',Moderate,B.Ed,9
74895,Female,28,Mumbai,Student,8.04,'5-6 hours',Unhealthy,MA,6
74898,Male,31,Patna,Student,5.74,'Less than 5 hours',Moderate,M.Ed,0
74905,Female,32,Vasai-Virar,Student,7.09,'Less than 5 hours',Unhealthy,M.Ed,2
74906,Male,21,Agra,Student,5.32,'More than 8 hours',Unhealthy,MCA,11
74911,Male,18,Rajkot,Student,9.84,'Less than 5 hours',Unhealthy,'Class 12',9
74916,Male,24,Pune,Student,8.47,'Less than 5 hours',Moderate,MBA,0
74918,Male,30,Patna,Student,5.32,'5-6 hours',Unhealthy,M.Tech,8
74920,Male,18,Surat,Student,7.08,'More than 8 hours',Unhealthy,'Class 12',12
74924,Male,21,Lucknow,Student,8.58,'5-6 hours',Healthy,'Class 12',6
74931,Female,28,Bhopal,Student,6.37,'Less than 5 hours',Healthy,LLB,11
74932,Male,30,Surat,Student,5.6,'Less than 5 hours',Unhealthy,M.Pharm,12
74941,Female,30,Meerut,Student,9.05,'More than 8 hours',Unhealthy,BSc,8
74943,Male,24,Kolkata,Student,5.69,'More than 8 hours',Unhealthy,M.Tech,6
74945,Female,33,Varanasi,Student,8.28,'5-6 hours',Moderate,BCA,12
74949,Male,28,Kalyan,Student,7.09,'Less than 5 hours',Unhealthy,B.Com,7
74953,Male,30,Patna,Student,7.02,'Less than 5 hours',Unhealthy,MSc,10
74954,Female,34,Lucknow,Student,5.72,'Less than 5 hours',Moderate,B.Ed,2
74956,Male,18,Lucknow,Student,6.75,'7-8 hours',Moderate,'Class 12',8
74958,Male,34,Pune,Student,7.43,'Less than 5 hours',Moderate,MBA,11
74963,Male,27,Lucknow,Student,9.89,'5-6 hours',Healthy,B.Arch,1
74964,Male,18,Kolkata,Student,7.9,'Less than 5 hours',Unhealthy,'Class 12',4
74968,Female,20,Pune,Student,6.75,'More than 8 hours',Unhealthy,'Class 12',1
74970,Male,23,Jaipur,Student,7.22,'More than 8 hours',Moderate,BBA,11
74971,Female,30,Surat,Student,5.47,'5-6 hours',Moderate,B.Ed,12
74972,Male,20,Srinagar,Student,9.16,'5-6 hours',Unhealthy,'Class 12',11
74973,Male,21,Meerut,Student,9.54,'7-8 hours',Unhealthy,MA,9
74974,Male,21,Patna,Student,8.59,'7-8 hours',Moderate,B.Arch,3
74980,Female,29,Indore,Student,7.64,'7-8 hours',Moderate,LLB,9
74987,Female,31,Jaipur,Student,5.46,'7-8 hours',Healthy,MCA,8
74991,Male,28,Jaipur,Student,5.37,'5-6 hours',Moderate,MBA,4
74992,Female,21,Visakhapatnam,Student,8.95,'More than 8 hours',Unhealthy,MCA,12
75002,Male,24,Kalyan,Student,7.15,'More than 8 hours',Moderate,MBBS,4
75005,Male,18,Lucknow,Student,8.95,'Less than 5 hours',Moderate,'Class 12',6
75007,Male,21,Lucknow,Student,0,'7-8 hours',Moderate,'Class 12',3
75014,Male,29,Vasai-Virar,Student,5.7,'7-8 hours',Unhealthy,MSc,4
75023,Male,28,Patna,Student,8.14,'Less than 5 hours',Moderate,B.Ed,10
75025,Male,32,Varanasi,Student,9.84,'Less than 5 hours',Unhealthy,B.Ed,8
75026,Female,23,Chennai,Student,5.56,'5-6 hours',Healthy,BSc,10
75029,Male,22,Delhi,Student,5.64,'Less than 5 hours',Unhealthy,BBA,6
75030,Female,24,Bangalore,Student,7.09,'Less than 5 hours',Unhealthy,MBBS,12
75035,Female,33,Nagpur,Student,9.93,'Less than 5 hours',Unhealthy,M.Tech,7
75040,Female,20,Nagpur,Student,7.39,'Less than 5 hours',Unhealthy,'Class 12',12
75043,Female,22,Vasai-Virar,Student,9.97,'Less than 5 hours',Healthy,BSc,1
75045,Female,29,Visakhapatnam,Student,9.03,'7-8 hours',Moderate,MCA,12
75046,Female,27,Kalyan,Student,8.93,'5-6 hours',Unhealthy,BCA,1
75048,Male,22,Kalyan,Student,8.04,'7-8 hours',Unhealthy,M.Com,9
75050,Female,20,Srinagar,Student,9.44,'Less than 5 hours',Healthy,'Class 12',11
75054,Female,33,Mumbai,Student,6.86,'7-8 hours',Unhealthy,MCA,11
75061,Male,30,Mumbai,Student,9.39,'7-8 hours',Unhealthy,BBA,10
75070,Male,21,Ahmedabad,Student,8.74,'7-8 hours',Moderate,MSc,8
75082,Male,28,Nashik,Student,9.5,'7-8 hours',Unhealthy,M.Ed,9
75086,Male,27,Kolkata,Student,9.34,'More than 8 hours',Healthy,MHM,6
75087,Female,18,Srinagar,Student,8.04,'Less than 5 hours',Healthy,'Class 12',6
75094,Male,21,Ahmedabad,Student,6.28,'5-6 hours',Unhealthy,BE,7
75100,Male,23,Patna,Student,8.79,'5-6 hours',Healthy,BSc,2
75108,Male,24,Kolkata,Student,9.96,'5-6 hours',Moderate,B.Pharm,12
75114,Female,20,Bangalore,Student,7,'5-6 hours',Healthy,'Class 12',12
75117,Female,28,Ghaziabad,Student,6,'5-6 hours',Moderate,MBBS,9
75120,Male,22,Kalyan,Student,6.16,'Less than 5 hours',Unhealthy,MSc,0
75125,Female,27,Varanasi,Student,8.13,'Less than 5 hours',Unhealthy,M.Tech,0
75127,Female,33,Kalyan,Student,6.51,'Less than 5 hours',Healthy,B.Arch,6
75128,Female,28,Indore,Student,7.94,'5-6 hours',Moderate,BCA,5
75131,Female,25,Vasai-Virar,Student,9.71,'7-8 hours',Moderate,B.Tech,1
75133,Female,21,Kalyan,Student,7.25,'Less than 5 hours',Healthy,B.Arch,11
75135,Male,28,Pune,Student,5.88,'Less than 5 hours',Moderate,B.Com,10
75139,Male,21,Indore,Student,8.46,'Less than 5 hours',Unhealthy,BSc,5
75147,Female,24,Visakhapatnam,Student,9.63,'7-8 hours',Moderate,MCA,4
75148,Male,29,Vasai-Virar,Student,8.71,'Less than 5 hours',Moderate,BCA,11
75155,Female,20,Mumbai,Student,6.17,'Less than 5 hours',Unhealthy,'Class 12',4
75160,Male,21,Ahmedabad,Student,7.13,'More than 8 hours',Unhealthy,B.Arch,10
75164,Male,20,Mumbai,Student,9.63,'5-6 hours',Moderate,'Class 12',7
75167,Female,26,Agra,Student,6.29,'7-8 hours',Unhealthy,MCA,12
75169,Female,28,Visakhapatnam,Student,7.85,'5-6 hours',Moderate,B.Com,11
75170,Male,31,Ahmedabad,Student,9.67,'More than 8 hours',Healthy,ME,3
75173,Female,21,Pune,Student,9.34,'7-8 hours',Unhealthy,B.Arch,0
75187,Female,32,Agra,Student,8.95,'More than 8 hours',Healthy,MBBS,10
75194,Female,23,Chennai,Student,9.21,'Less than 5 hours',Healthy,BCA,9
75195,Female,29,Nagpur,Student,8.21,'5-6 hours',Moderate,M.Ed,11
75196,Female,27,Patna,Student,5.67,'Less than 5 hours',Moderate,MSc,10
75205,Female,25,Vasai-Virar,Student,8.5,'7-8 hours',Unhealthy,MSc,9
75206,Female,29,Vasai-Virar,Student,9.4,'More than 8 hours',Moderate,M.Pharm,11
75208,Male,18,Vadodara,Student,8.59,'Less than 5 hours',Unhealthy,'Class 12',1
75212,Male,34,Patna,Student,9.56,'7-8 hours',Healthy,M.Ed,8
75217,Male,29,Kalyan,Student,7.22,'5-6 hours',Healthy,BCA,7
75218,Male,34,Delhi,Student,8.24,'Less than 5 hours',Unhealthy,BCA,11
75221,Female,21,Thane,Student,8.13,'5-6 hours',Moderate,MCA,2
75224,Female,29,Lucknow,Student,6.69,'7-8 hours',Unhealthy,M.Tech,6
75227,Female,29,Jaipur,Student,9.92,'Less than 5 hours',Unhealthy,B.Ed,6
75228,Male,23,Kolkata,Student,9.72,'Less than 5 hours',Moderate,BHM,2
75232,Male,29,Vasai-Virar,Student,5.72,'7-8 hours',Moderate,MCA,0
75236,Female,27,Mumbai,Student,7.02,'5-6 hours',Healthy,M.Ed,11
75238,Male,25,Mumbai,Student,6.52,'Less than 5 hours',Unhealthy,B.Tech,8
75239,Female,31,Kolkata,Student,9.44,'5-6 hours',Moderate,LLM,2
75240,Male,23,Faridabad,Student,9.98,'Less than 5 hours',Unhealthy,BCA,9
75242,Male,23,Hyderabad,Student,9.41,'More than 8 hours',Healthy,MA,1
75244,Female,18,Bhopal,Student,7.51,'Less than 5 hours',Moderate,'Class 12',7
75248,Female,33,Pune,Student,7.22,'5-6 hours',Healthy,BSc,10
75249,Male,28,Jaipur,Student,9.88,'More than 8 hours',Unhealthy,MBBS,10
75251,Female,29,Bhopal,Student,8.09,'7-8 hours',Healthy,BE,11
75255,Male,31,Lucknow,Student,5.89,'More than 8 hours',Unhealthy,M.Tech,1
75265,Male,27,Faridabad,Student,7.04,'5-6 hours',Moderate,B.Ed,7
75269,Female,29,Bhopal,Student,8.96,'More than 8 hours',Moderate,LLB,6
75270,Male,32,Chennai,Student,7.75,'7-8 hours',Moderate,MBBS,1
75274,Male,30,Kolkata,Student,7.6,'Less than 5 hours',Healthy,B.Com,10
75275,Female,25,Thane,Student,7.21,'Less than 5 hours',Moderate,B.Ed,4
75281,Female,18,Rajkot,Student,7.09,'Less than 5 hours',Unhealthy,'Class 12',9
75284,Female,25,Jaipur,Student,5.46,'5-6 hours',Moderate,MSc,12
75286,Male,24,Nagpur,Student,5.83,'More than 8 hours',Unhealthy,'Class 12',12
75290,Female,21,Hyderabad,Student,9.21,'Less than 5 hours',Moderate,BBA,11
75297,Male,25,Chennai,Student,9.24,'More than 8 hours',Unhealthy,B.Ed,10
75312,Male,29,Nagpur,Student,5.58,'5-6 hours',Moderate,BHM,6
75314,Male,29,Ahmedabad,Student,6.25,'5-6 hours',Healthy,LLM,8
75317,Male,18,Mumbai,Student,8.04,'7-8 hours',Healthy,'Class 12',11
75322,Male,28,Hyderabad,Student,8.58,'7-8 hours',Unhealthy,MD,11
75323,Male,34,Agra,Student,8.7,'More than 8 hours',Moderate,M.Ed,2
