User ID,Age,Workout Type,Workout Duration (mins),Calories Burned,Heart Rate (bpm),Workout Intensity,Sleep Hours,Body Fat (%)
4631,23,Strength,57,426,165,Low,7.7,28.5
4632,44,Cardio,58,314,96,High,6.9,28.5
4633,43,Cycling,107,904,95,Low,9.1,28.5
4634,47,HIIT,71,926,125,Low,7.4,28.5
4635,29,Yoga,37,914,129,Medium,5.9,28.5
4636,19,Strength,26,687,96,Medium,9,28.5
4637,33,Cardio,118,293,88,Medium,7.7,28.5
4638,27,Running,21,610,139,Low,6.3,28.5
4639,53,HIIT,51,133,129,Medium,8.9,28.5
4640,20,HIIT,14,892,178,Medium,7.5,28.5
4641,58,HIIT,84,411,152,High,9.3,28.5
4642,18,Strength,104,143,174,Low,6.6,28.5
4643,58,Cardio,93,647,142,Medium,7.7,28.5
4644,34,Running,67,645,125,Low,7.2,28.5
4645,57,HIIT,58,565,118,Medium,9.3,28.5
4646,29,Running,108,349,82,Medium,7.4,28.5
4647,20,Cardio,58,547,114,Low,8.2,28.5
4648,40,Cardio,20,698,96,Low,8.8,28.5
4649,59,Cardio,12,572,89,High,8,28.5
4650,49,Cardio,98,153,103,Low,8.4,28.5
4651,27,Cycling,73,367,128,Low,5.6,28.5
4652,41,Cycling,25,138,149,Medium,9,28.5
4653,19,Running,79,261,118,Low,9,28.5
4654,24,Strength,95,831,138,Medium,8.5,28.5
4655,51,Cycling,76,783,133,Medium,6.3,28.5
4656,42,Running,27,763,169,Medium,7.1,28.5
4657,18,Strength,25,300,122,Medium,8.9,28.5
4658,33,Cycling,74,787,153,Medium,9.7,28.5
4659,28,Cycling,29,217,148,Medium,7.9,28.5
4660,32,Running,88,767,82,Medium,9.8,28.5
4661,59,Cycling,42,403,170,Low,8,28.5
4662,19,Cycling,43,602,103,Low,5.4,28.5
4663,57,HIIT,111,251,122,Medium,6.1,28.5
4664,42,HIIT,38,365,82,Low,8.5,28.5
4665,52,Cardio,110,472,110,High,8.2,28.5
4666,28,Cardio,50,319,152,High,5.3,28.5
4667,52,Cycling,48,238,85,High,6,28.5
4668,54,HIIT,20,497,109,Low,8.7,28.5
4669,18,Yoga,42,514,100,High,7.2,28.5
4670,51,Cycling,108,907,163,High,9,28.5
4671,20,Strength,62,538,167,Medium,7.6,28.5
4672,20,Cycling,20,373,128,Medium,5.6,28.5
4673,56,Strength,82,640,117,Low,6.7,28.5
4674,41,Yoga,91,165,169,Medium,9.7,28.5
4675,29,Strength,57,177,172,High,9.9,28.5
4676,37,Running,76,776,133,High,9.7,28.5
4677,51,Strength,19,854,131,High,4.9,28.5
4678,52,Strength,53,610,133,Low,7.3,28.5
4679,46,HIIT,117,731,157,Medium,4,28.5
4680,59,Strength,50,245,81,Low,5.2,28.5
4681,58,Cardio,77,100,136,Low,5.7,28.5
4682,28,HIIT,115,289,169,Medium,7.7,28.5
4683,34,HIIT,10,315,107,High,9.8,28.5
4684,20,Strength,52,672,175,Low,4.9,28.5
4685,25,HIIT,40,181,96,Low,4.1,28.5
4686,55,Cycling,34,664,164,Low,7,28.5
4687,42,HIIT,74,321,105,High,4.3,28.5
4688,27,Cardio,56,562,95,Low,6.3,28.5
4689,41,Cycling,30,120,132,Low,6,28.5
4690,37,Strength,69,251,121,High,6.9,28.5
4691,31,Running,12,638,133,Medium,6.3,28.5
4692,36,Cycling,111,164,91,High,4.6,28.5
4693,32,Strength,43,958,86,High,5.5,28.5
4694,21,Strength,31,583,133,High,5.9,28.5
4695,38,Cycling,68,747,159,Low,7.4,28.5
4696,33,Cardio,31,272,94,High,5.1,28.5
4697,36,Cardio,65,109,137,Medium,8.6,28.5
4698,44,Running,30,582,109,Low,7.7,28.5
4699,22,HIIT,18,797,134,Low,5.9,28.5
4700,19,Running,95,390,94,High,7.6,28.5
4701,41,HIIT,50,131,148,Low,4.7,28.5
4702,55,Yoga,116,738,159,Medium,9.8,28.5
4703,44,Cardio,62,362,140,High,5.8,28.5
4704,45,Yoga,63,363,129,Medium,4.5,28.5
4705,57,Running,50,632,107,Medium,5.8,28.5
4706,20,Strength,104,105,86,Low,6.8,28.5
4707,38,Strength,46,349,113,High,4.9,28.5
4708,34,Strength,38,845,178,Low,7.9,28.5
4709,58,Cardio,75,836,153,Low,4.6,28.5
4710,45,Cardio,30,985,142,Medium,5.5,28.5
4711,40,HIIT,55,719,81,High,5.2,28.5
4712,29,Yoga,40,840,87,Medium,6.2,28.5
4713,39,Strength,10,476,84,Low,6.3,28.5
4714,52,HIIT,30,737,123,Low,8.8,28.5
4715,21,Running,21,541,108,Medium,6,28.5
4716,50,HIIT,98,510,150,Low,9.4,28.5
4717,48,Cardio,67,354,121,High,5.4,28.5
4718,49,Running,110,237,105,Low,8,28.5
4719,33,Yoga,15,824,165,Low,7.6,28.5
4720,49,HIIT,37,974,166,Medium,4.7,28.5
4721,26,Cycling,43,563,110,Medium,5.3,28.5
4722,18,Running,92,939,149,Low,9.4,28.5
4723,31,Cardio,19,868,95,High,6.2,28.5
4724,18,Cycling,103,338,167,High,5.6,28.5
4725,39,Yoga,34,730,103,High,5,28.5
4726,54,HIIT,117,858,148,High,4.7,28.5
4727,54,Yoga,16,749,169,Medium,7.1,28.5
4728,22,Strength,104,991,104,Low,8,28.5
4729,58,Yoga,20,859,130,High,9.2,28.5
4730,24,Running,30,670,100,High,7.9,28.5
4731,57,Yoga,82,275,120,Medium,9.9,28.5
4732,37,Yoga,109,764,158,Low,4.7,28.5
4733,42,Cardio,47,709,168,Low,9.8,28.5
4734,27,HIIT,108,507,121,High,6,28.5
4735,41,Strength,55,406,131,Low,8.4,28.5
4736,24,Cardio,90,618,93,High,4.4,28.5
4737,37,Cardio,56,399,125,High,7.7,28.5
4738,33,HIIT,59,731,113,Low,8.5,28.5
4739,25,Strength,63,674,97,Low,7.4,28.5
4740,53,HIIT,27,792,173,Medium,6.5,28.5
4741,53,Cardio,98,591,126,High,8.5,28.5
4742,31,Cardio,114,975,137,Medium,7.1,28.5
4743,31,Strength,86,337,82,Low,4.3,28.5
4744,19,Yoga,67,674,150,High,5.6,28.5
4745,59,Yoga,77,972,176,Low,6,28.5
4746,51,Yoga,62,726,119,Low,4.9,28.5
4747,31,Cycling,15,266,111,High,6.6,28.5
4748,46,Running,95,316,141,Medium,8.5,28.5
4749,36,Strength,116,457,84,High,6.7,28.5
4750,42,Yoga,31,987,168,Low,5.7,28.5
4751,53,Cycling,74,861,80,Low,5.4,28.5
4752,30,HIIT,23,722,139,High,8.9,28.5
4753,19,Yoga,68,354,139,High,6.3,28.5
4754,24,Running,116,657,155,High,7.7,28.5
4755,47,Running,63,289,117,Medium,4.3,28.5
4756,37,HIIT,18,353,95,Medium,6.7,28.5
4757,34,Cardio,49,534,167,Medium,9.6,28.5
4758,48,Strength,79,504,141,High,7.6,28.5
4759,44,Running,42,665,89,High,9.5,28.5
4760,55,Cardio,98,758,141,Low,6.5,28.5
4761,30,HIIT,16,634,134,Low,5.8,28.5
4762,59,Yoga,58,379,174,High,8.3,28.5
4763,21,Running,88,987,100,Medium,6.7,28.5
4764,18,Strength,18,412,150,Low,5.9,28.5
4765,59,Yoga,86,130,102,Medium,5.2,28.5
4766,34,Yoga,97,212,143,Low,4.2,28.5
4767,41,Cardio,13,232,94,High,8.3,28.5
4768,37,Cardio,80,268,159,High,4.4,28.5
4769,33,Running,13,866,110,Medium,8.3,28.5
4770,20,HIIT,64,204,125,High,6.6,28.5
4771,55,Running,27,621,167,High,6.1,28.5
4772,57,Strength,53,675,142,High,6.2,28.5
4773,56,Yoga,74,545,151,Low,6.6,28.5
4774,28,Running,117,815,170,Medium,7.2,28.5
4775,35,Yoga,84,175,144,Medium,7.8,28.5
4776,34,Yoga,53,803,153,Low,4.2,28.5
4777,31,Strength,54,486,157,High,7.7,28.5
4778,59,Cycling,21,504,171,Low,9.1,28.5
4779,28,Cardio,64,879,109,High,4.3,28.5
4780,59,Cycling,99,487,162,High,6.3,28.5
4781,29,Cycling,89,358,81,Medium,8.8,28.5
4782,48,Cycling,118,534,93,Low,9,28.5
4783,41,Cardio,87,619,114,Medium,5.3,28.5
4784,18,HIIT,11,930,175,High,6.4,28.5
4785,56,Strength,50,141,80,Medium,5.5,28.5
4786,50,HIIT,69,778,82,Medium,8,28.5
4787,38,Yoga,58,782,154,Low,7.5,28.5
4788,18,Running,21,563,160,High,8.5,28.5
4789,45,Cardio,97,206,147,Low,6.6,28.5
4790,59,HIIT,36,624,106,Medium,8.7,28.5
4791,35,HIIT,113,978,109,High,10,28.5
4792,55,Yoga,35,285,82,High,6.1,28.5
4793,54,Running,67,760,147,Low,8.7,28.5
4794,29,Cardio,100,776,101,Medium,4.9,28.5
4795,27,Yoga,117,877,159,Medium,8.2,28.5
4796,32,Cardio,32,962,83,Low,8.5,28.5
4797,22,Strength,21,495,85,Low,4.5,28.5
4798,30,Strength,49,849,167,Medium,4,28.5
4799,51,Running,32,894,83,Medium,7.5,28.5
4800,41,Running,87,928,98,High,4.1,28.5
4801,44,Yoga,12,529,163,High,6,28.5
4802,54,Running,27,973,113,High,7.4,28.5
4803,40,Yoga,43,179,93,Medium,4.2,28.5
4804,28,Strength,62,823,151,Medium,9.8,28.5
4805,26,Cardio,109,690,121,Low,9.3,28.5
4806,26,Cardio,44,634,92,Medium,5.9,28.5
4807,22,Yoga,56,976,111,High,6.4,28.5
4808,42,Cycling,47,724,109,Low,5.6,28.5
4809,24,Cycling,55,724,124,Medium,9.2,28.5
4810,36,Cardio,22,706,149,High,6.9,28.5
4811,23,Running,29,104,173,High,8.5,28.5
4812,54,Strength,22,691,168,Low,8,28.5
4813,39,Yoga,14,259,92,Low,7.8,28.5
4814,29,Running,95,150,94,Low,7.8,28.5
4815,45,HIIT,101,737,115,Low,5.5,28.5
4816,22,Cardio,33,562,154,High,5.9,28.5
4817,41,HIIT,43,395,146,High,4.4,28.5
4818,28,Cardio,73,444,99,High,9.9,28.5
4819,36,Yoga,28,329,139,Low,8,28.5
4820,49,Cardio,54,713,166,Medium,8.6,28.5
4821,55,Running,111,815,146,Low,5.8,28.5
4822,54,Yoga,86,381,116,Low,7.9,28.5
4823,59,Running,56,379,145,Medium,6.8,28.5
4824,36,Strength,44,128,98,Medium,7.3,28.5
4825,43,Running,31,594,119,Medium,6,28.5
4826,20,HIIT,89,694,109,Low,5.7,28.5
4827,47,Cardio,37,386,118,Medium,9.4,28.5
4828,21,Strength,20,544,91,Low,5.1,28.5
4829,57,Strength,75,753,148,Low,8.2,28.5
4830,57,HIIT,26,427,80,Medium,9.3,28.5
4831,46,Strength,54,605,139,Low,4.5,28.5
4832,29,Strength,62,889,86,High,5.4,28.5
4833,27,HIIT,29,999,125,High,7.4,28.5
4834,36,Yoga,86,365,114,Medium,5.3,28.5
4835,59,Strength,77,800,87,High,6.9,28.5
4836,41,Cardio,10,281,159,Low,4.5,28.5
4837,52,Running,101,814,160,Low,6.6,28.5
4838,29,Cycling,67,245,135,Low,4.1,28.5
4839,48,Cycling,98,924,151,High,8.8,28.5
4840,27,HIIT,62,539,87,Low,4.8,28.5
4841,34,HIIT,92,559,80,Medium,6.8,28.5
4842,35,Cardio,57,644,174,Medium,9.9,28.5
4843,20,Cycling,82,153,92,Medium,5,28.5
4844,26,Strength,93,595,87,High,4.1,28.5
4845,57,Cycling,96,785,139,High,9,28.5
4846,57,Cardio,58,755,130,Low,6.5,28.5
4847,29,Cardio,19,835,106,High,9.4,28.5
4848,57,Running,40,287,176,High,5.8,28.5
4849,18,Strength,97,712,146,Low,6.5,28.5
4850,37,Cycling,110,631,122,High,7.9,28.5
4851,41,Running,46,501,128,Low,8.3,28.5
4852,43,Yoga,20,220,113,Low,6.7,28.5
4853,47,Cycling,101,645,173,High,6.9,28.5
4854,52,Running,61,839,115,Low,4.6,28.5
4855,31,Strength,45,543,124,Low,4,28.5
4856,51,Cardio,83,665,175,Low,6.5,28.5
4857,56,Running,100,171,175,Medium,6.5,28.5
4858,43,HIIT,49,395,105,High,4.4,28.5
4859,30,Cardio,109,848,149,Medium,6.7,28.5
4860,41,Running,35,105,100,Low,5.3,28.5
4861,50,Strength,28,672,135,Medium,9.5,28.5
4862,20,Strength,44,105,93,High,10,28.5
4863,51,Yoga,43,445,166,Medium,5.4,28.5
4864,54,Yoga,25,124,160,Low,5.6,28.5
4865,33,Strength,114,185,98,Medium,7.9,28.5
4866,42,HIIT,50,963,170,Low,6.2,28.5
4867,36,Strength,60,783,125,High,5.4,28.5
4868,26,HIIT,86,877,102,Medium,5.1,28.5
4869,51,Cycling,109,769,118,High,8.4,28.5
4870,54,Running,24,692,148,Medium,6.3,28.5
4871,19,Running,18,467,114,Medium,7.4,28.5
4872,36,Running,57,802,157,Medium,9.7,28.5
4873,45,HIIT,99,547,162,Low,6.1,28.5
4874,49,HIIT,70,264,103,Medium,5.2,28.5
4875,48,Running,88,219,90,High,7.5,28.5
4876,54,Running,100,577,112,High,9.4,28.5
4877,27,HIIT,35,577,85,High,5.1,28.5
4878,31,Cardio,41,521,148,High,4.6,28.5
4879,55,Running,82,983,128,Low,8,28.5
4880,48,Strength,87,888,141,High,7.4,28.5
4881,26,HIIT,113,560,83,Medium,9.5,28.5
4882,25,Cardio,71,762,101,Low,9.2,28.5
4883,48,Running,72,722,82,Low,8.4,28.5
4884,59,Cycling,49,379,163,Low,8,28.5
4885,52,HIIT,27,519,91,Low,6.5,28.5
4886,38,Yoga,78,787,152,Medium,7.7,28.5
4887,31,HIIT,92,869,80,Medium,4.8,28.5
4888,41,HIIT,50,674,104,Medium,4.7,28.5
4889,19,Cycling,64,487,146,Medium,8.8,28.5
4890,41,Yoga,57,931,123,Medium,9.9,28.5
4891,53,Cycling,20,347,95,Medium,9.8,28.5
4892,53,Strength,19,612,110,Medium,7.3,28.5
4893,43,Cycling,64,324,170,Low,5.4,28.5
4894,35,Running,73,113,175,High,7.2,28.5
4895,41,Yoga,47,365,150,Medium,9.8,28.5
4896,20,Running,26,734,103,Low,9.2,28.5
4897,54,Running,15,997,135,Medium,9.5,28.5
4898,20,HIIT,117,573,168,Low,8.6,28.5
4899,47,Running,107,906,157,High,7,28.5
4900,40,Cardio,72,645,135,Medium,6.8,28.5
4901,24,Cardio,65,429,108,High,6.9,28.5
4902,27,Strength,86,681,111,Medium,4.2,28.5
4903,29,Yoga,58,492,83,High,7.9,28.5
4904,23,Strength,66,450,129,High,4.5,28.5
4905,31,Cycling,71,831,101,Medium,7.4,28.5
4906,29,HIIT,68,777,155,Medium,6.6,28.5
4907,30,Cycling,117,956,154,Low,5.1,28.5
4908,50,Strength,85,271,124,High,5,28.5
4909,28,Strength,78,397,167,Low,7.4,28.5
4910,54,Yoga,70,987,115,High,6.4,28.5
4911,57,Strength,10,231,135,Medium,4.1,28.5
4912,44,Yoga,47,194,118,Medium,7.9,28.5
4913,46,Yoga,72,583,103,High,5.8,28.5
4914,42,Strength,12,428,163,Medium,6.4,28.5
4915,55,Strength,60,464,88,Medium,5.6,28.5
4916,37,Running,36,556,103,Medium,9.2,28.5
4917,18,Cycling,29,523,163,High,4.4,28.5
4918,21,Cardio,85,107,90,Low,4.8,28.5
4919,44,Cardio,101,693,143,Low,7.2,28.5
4920,48,Cycling,117,124,130,High,7.9,28.5
4921,43,Strength,56,757,128,High,7,28.5
4922,39,Cardio,34,669,103,Medium,9.2,28.5
4923,39,Cardio,117,362,91,Medium,4.6,28.5
4924,38,Cycling,44,659,126,Low,7.3,28.5
4925,28,Strength,33,785,93,Medium,4.9,28.5
4926,19,HIIT,11,260,159,Low,8.7,28.5
4927,49,Yoga,18,774,129,Medium,6.7,28.5
4928,21,Strength,91,567,80,Low,6.6,28.5
4929,53,Running,101,463,91,Low,9.3,28.5
4930,57,Cardio,119,463,140,High,6.2,28.5
4931,56,Cardio,58,718,177,High,6.1,28.5
4932,57,Running,39,759,83,High,5,28.5
4933,19,Strength,59,656,103,Medium,8.1,28.5
4934,49,Cycling,81,841,111,High,7.9,28.5
4935,26,Cycling,96,882,102,Low,9.3,28.5
4936,22,HIIT,117,402,119,Low,6.8,28.5
4937,53,Yoga,43,390,103,Low,4.2,28.5
4938,55,Cardio,65,443,84,Low,6.4,28.5
4939,39,Cycling,37,633,131,Medium,7.7,28.5
4940,20,Cycling,15,752,92,Medium,8.8,28.5
4941,53,Cardio,48,839,163,Low,8.7,28.5
4942,28,Running,44,298,96,High,5.2,28.5
4943,50,Yoga,83,148,168,Low,8.8,28.5
4944,41,Yoga,88,891,136,Medium,7.5,28.5
4945,53,HIIT,24,687,178,High,4.6,28.5
4946,27,Cardio,19,381,128,Medium,6.4,28.5
4947,32,Running,70,440,125,Low,6,28.5
4948,46,HIIT,86,412,140,Low,10,28.5
4949,52,Strength,31,984,157,Medium,5.3,28.5
4950,33,Strength,119,234,167,Low,6.1,28.5
4951,51,HIIT,10,793,87,High,4.7,28.5
4952,39,Running,59,177,140,Medium,9.5,28.5
4953,25,HIIT,86,546,128,Medium,7.4,28.5
4954,50,Cardio,51,132,123,Low,7,28.5
4955,23,Cardio,109,849,121,Medium,5,28.5
4956,34,HIIT,87,744,132,Low,8.9,28.5
4957,55,Yoga,33,967,167,Low,6.6,28.5
4958,31,Strength,64,538,135,High,7.7,28.5
4959,58,Yoga,109,897,110,High,6.6,28.5
4960,44,Yoga,48,229,177,High,5.8,28.5
4961,21,Strength,77,428,108,Low,9.4,28.5
4962,18,Cardio,60,542,129,Low,8.7,28.5
4963,52,Yoga,63,619,167,Medium,7.2,28.5
4964,41,Strength,92,519,179,High,6.4,28.5
4965,43,Running,94,972,86,Low,7.2,28.5
4966,29,HIIT,95,643,144,Low,5.8,28.5
4967,38,Strength,66,777,94,Low,7,28.5
4968,32,HIIT,35,675,137,High,5.8,28.5
4969,21,Cardio,109,162,135,Low,8.8,28.5
4970,45,Strength,35,320,85,Low,6.7,28.5
4971,48,Strength,103,772,164,High,5.1,28.5
4972,49,Strength,37,953,155,High,9.7,28.5
4973,59,HIIT,12,509,86,Medium,7.8,28.5
4974,38,Cardio,60,818,167,High,4.1,28.5
4975,53,Cardio,23,536,167,Medium,8.3,28.5
4976,41,Running,87,422,113,High,8.7,28.5
4977,18,Cycling,14,303,152,Medium,7.3,28.5
4978,46,Cycling,25,627,149,Low,5.5,28.5
4979,57,Cycling,113,920,144,High,8.4,28.5
4980,41,Cardio,48,195,83,Low,6.8,28.5
4981,40,Yoga,43,831,179,Medium,9.2,28.5
4982,39,HIIT,74,942,114,High,8.8,28.5
4983,32,Yoga,116,956,166,Medium,7.1,28.5
4984,50,HIIT,94,212,127,Low,9.6,28.5
4985,20,Cycling,103,128,81,Medium,5.1,28.5
4986,18,HIIT,19,541,167,Low,5.1,28.5
4987,23,Yoga,71,385,115,Low,8.3,28.5
4988,32,HIIT,111,504,145,Low,4.5,28.5
4989,55,Yoga,60,789,179,High,4.3,28.5
4990,43,Strength,92,718,126,Low,4.5,28.5
4991,19,Running,89,396,111,High,7.3,28.5
4992,23,Strength,56,295,158,Medium,4,28.5
4993,54,Running,54,921,153,Medium,9.6,28.5
4994,38,Yoga,86,880,87,Low,5.1,28.5
4995,55,Cardio,52,114,83,Medium,6.6,28.5
4996,52,Cardio,33,610,140,Medium,4.4,28.5
4997,20,Cycling,107,970,172,Low,6.9,28.5
4998,57,Running,109,528,103,Low,4.3,28.5
4999,42,Cardio,113,839,148,High,4.1,28.5
5000,54,Cardio,61,261,137,Low,6.6,28.5
5001,57,Yoga,37,542,155,High,5.4,28.5
5002,59,Cycling,93,258,155,High,7.8,28.5
5003,36,Cardio,91,189,103,Low,9.1,28.5
5004,34,Strength,16,685,122,Medium,4.9,28.5
5005,35,HIIT,77,686,159,High,9.4,28.5
5006,37,Running,111,472,146,Medium,8.7,28.5
5007,59,Yoga,61,776,154,Low,8.3,28.5
5008,44,Yoga,43,693,167,Low,7.9,28.5
5009,20,Cycling,12,554,85,High,5,28.5
5010,29,Running,87,552,89,Medium,5.9,28.5
5011,55,HIIT,75,959,110,Medium,6.3,28.5
5012,23,Cycling,115,654,179,Medium,9.3,28.5
5013,44,Running,113,742,165,Medium,4.3,28.5
5014,19,Running,49,259,135,Low,9.5,28.5
5015,54,Strength,14,928,172,High,9,28.5
5016,59,Yoga,67,719,135,High,5,28.5
5017,59,Cycling,52,990,137,Medium,8.9,28.5
5018,32,Cardio,75,604,147,Low,5.7,28.5
5019,44,Running,109,895,152,High,8.1,28.5
5020,21,Yoga,116,992,141,Low,8,28.5
5021,28,Running,69,637,147,Low,5.2,28.5
5022,52,Cardio,10,956,84,High,6.5,28.5
5023,24,Yoga,25,895,161,Medium,8.8,28.5
5024,19,HIIT,43,554,113,Medium,9.1,28.5
5025,52,Running,119,565,134,Low,9.9,28.5
5026,41,Running,77,987,121,Medium,6,28.5
5027,35,Running,67,689,107,Low,5.9,28.5
5028,50,Strength,21,834,127,Low,4,28.5
5029,56,Cardio,72,232,162,Medium,6.6,28.5
5030,40,Yoga,62,471,94,Medium,4.3,28.5
5031,33,HIIT,27,724,144,Low,7.7,28.5
5032,27,Cardio,87,580,142,Medium,10,28.5
5033,35,Strength,65,810,130,High,6.7,28.5
5034,26,Cardio,97,763,115,Medium,5.4,28.5
5035,42,Running,108,587,117,Medium,7.2,28.5
5036,22,Strength,106,675,102,High,5.2,28.5
5037,46,Cycling,47,516,81,Medium,9,28.5
5038,32,Strength,66,401,161,Low,8.1,28.5
5039,26,Strength,104,171,141,Low,8.6,28.5
5040,37,Strength,97,857,99,Low,7,28.5
5041,47,Yoga,97,997,83,High,8.2,28.5
5042,25,Running,98,523,129,High,9.1,28.5
5043,31,Strength,18,664,110,High,6,28.5
5044,48,Strength,59,150,143,Medium,6.2,28.5
5045,41,Cardio,11,340,115,Low,5,28.5
5046,52,Running,45,135,156,Low,8.5,28.5
5047,53,Cycling,73,720,115,Medium,4.4,28.5
5048,52,Cycling,80,279,100,High,4.7,28.5
5049,19,Strength,64,215,110,Low,9.5,28.5
5050,19,Yoga,64,767,120,Medium,6.5,28.5
5051,47,Cardio,52,366,170,Medium,7.5,28.5
5052,42,Yoga,13,720,96,Medium,9.1,28.5
5053,27,Yoga,112,482,90,High,5.4,28.5
5054,47,Cycling,72,546,117,Medium,8.8,28.5
5055,18,Running,86,507,92,Low,4.3,28.5
5056,30,Yoga,81,189,120,Medium,5,28.5
5057,31,Running,102,607,95,Medium,8,28.5
5058,40,Yoga,41,915,114,Low,4.1,28.5
5059,44,HIIT,12,410,86,High,6.2,28.5
5060,33,Cycling,43,399,124,Medium,6,28.5
5061,57,Cycling,82,987,82,High,8.7,28.5
5062,18,Running,94,623,84,Low,6.6,28.5
5063,58,Running,41,578,132,Low,6.2,28.5
5064,53,HIIT,90,379,82,Low,7.6,28.5
5065,53,Strength,37,994,114,High,6,28.5
5066,26,Yoga,72,354,148,High,8.8,28.5
5067,18,Yoga,12,220,149,High,9.7,28.5
5068,31,Running,12,539,170,High,9.5,28.5
5069,56,Cardio,105,919,139,High,5.7,28.5
5070,53,Running,74,297,123,Low,8.4,28.5
5071,58,Cardio,61,931,114,Medium,6.5,28.5
5072,52,Running,88,765,96,High,7.2,28.5
5073,56,Cardio,77,503,111,Low,4.1,28.5
5074,20,Strength,107,158,107,Low,9.6,28.5
5075,36,Cardio,10,971,131,Medium,9.9,28.5
5076,44,Running,54,778,89,High,9.3,28.5
5077,20,Running,42,563,85,Low,6.7,28.5
5078,27,Strength,77,656,97,Low,6,28.5
5079,37,Cardio,44,332,159,Medium,8.6,28.5
5080,57,Yoga,107,280,168,High,7.5,28.5
5081,54,HIIT,86,761,89,High,5.2,28.5
5082,32,Yoga,29,980,134,Low,6.1,28.5
5083,18,Cycling,43,963,88,High,4.4,28.5
5084,46,Running,51,392,87,High,8.2,28.5
5085,34,Strength,36,281,177,Low,9.2,28.5
5086,56,HIIT,24,964,106,Low,9.9,28.5
5087,34,Cycling,21,860,109,Low,7.4,28.5
5088,28,Cycling,79,559,171,High,9.4,28.5
5089,18,Cardio,16,569,161,Low,5,28.5
5090,22,Yoga,113,292,169,Medium,6.2,28.5
5091,55,Yoga,65,264,83,High,7.7,28.5
5092,59,Cycling,44,766,160,High,8.4,28.5
5093,39,Cardio,14,649,134,Low,5.2,28.5
5094,33,HIIT,97,378,159,High,8.3,28.5
5095,30,Yoga,48,812,124,Medium,5.8,28.5
5096,34,Cycling,12,217,177,Medium,5.4,28.5
5097,20,Running,62,293,160,High,4.2,28.5
5098,51,Running,114,698,104,High,7.8,28.5
5099,29,HIIT,90,840,155,Medium,8,28.5
5100,35,Strength,13,559,81,Medium,5.7,28.5
5101,25,Cardio,58,763,148,Low,4.6,28.5
5102,49,HIIT,107,334,92,Low,8.1,28.5
5103,36,Strength,27,758,131,High,6.5,28.5
5104,39,Cycling,61,555,179,Medium,6,28.5
5105,45,Yoga,77,170,148,Low,5.9,28.5
5106,45,Yoga,101,575,160,Low,9.6,28.5
5107,23,Running,10,819,101,High,8.9,28.5
5108,30,Cycling,16,309,146,Medium,6.6,28.5
5109,49,Cycling,100,640,84,Low,8.1,28.5
5110,55,Strength,86,731,141,Low,9.5,28.5
5111,58,Running,42,642,165,Medium,7.4,28.5
5112,21,Cardio,54,328,120,Low,6,28.5
5113,23,Running,19,504,98,Low,5.2,28.5
5114,30,HIIT,54,865,173,Low,4.7,28.5
5115,30,Strength,21,184,111,Low,7.9,28.5
5116,48,Cycling,34,112,152,Medium,4.1,28.5
5117,51,Yoga,47,697,92,High,8.1,28.5
5118,27,Yoga,58,357,149,Medium,4.1,28.5
5119,39,HIIT,50,310,148,Medium,8.7,28.5
5120,42,Cardio,109,968,102,Low,9.7,28.5
5121,42,Running,78,963,90,Medium,4.3,28.5
5122,58,Yoga,40,142,161,Medium,6.6,28.5
5123,27,Strength,96,828,158,Low,4.8,28.5
5124,27,Yoga,70,567,100,High,8.3,28.5
5125,59,Cycling,108,315,171,High,8.8,28.5
5126,59,Yoga,52,784,135,High,9.7,28.5
5127,35,Cycling,110,956,82,Low,6.6,28.5
5128,42,Running,56,961,103,High,7,28.5
5129,25,Cycling,111,149,133,Medium,9.9,28.5
5130,58,Running,57,145,89,Medium,7.5,28.5
5131,38,Yoga,15,274,141,Low,7.7,28.5
5132,39,Cycling,14,487,130,Low,8.6,28.5
5133,29,Strength,47,262,113,Low,7.4,28.5
5134,53,Running,15,837,91,High,8,28.5
5135,42,Cycling,34,571,116,Medium,6,28.5
5136,24,Yoga,57,377,153,High,5,28.5
5137,21,HIIT,85,954,140,High,4.7,28.5
5138,46,Yoga,66,661,117,Low,7.8,28.5
5139,55,HIIT,100,941,93,High,7.6,28.5
5140,35,Strength,25,367,147,High,9.5,28.5
5141,28,Cycling,106,919,167,High,7.8,28.5
5142,35,HIIT,10,579,111,Low,8.2,28.5
5143,49,Cycling,53,748,93,High,5.2,28.5
5144,22,HIIT,47,686,105,Medium,5.6,28.5
5145,31,Cycling,115,239,135,High,9.7,28.5
5146,19,Running,61,858,87,Medium,5.2,28.5
5147,53,Yoga,61,269,174,High,5.9,28.5
5148,31,HIIT,70,765,116,Low,8.6,28.5
5149,29,Cardio,66,690,166,High,4.3,28.5
5150,52,HIIT,119,754,153,Low,10,28.5
5151,56,Running,17,276,157,High,9.3,28.5
5152,30,Yoga,32,722,132,Medium,7.8,28.5
5153,58,Yoga,75,717,114,Low,8.7,28.5
5154,52,Cycling,64,593,117,Low,4.6,28.5
5155,40,Cycling,34,394,107,High,4.4,28.5
5156,27,Running,100,550,140,High,4.2,28.5
5157,36,HIIT,90,995,162,Low,9.8,28.5
5158,40,Strength,112,714,127,Low,6.2,28.5
5159,51,Yoga,38,142,176,High,9.1,28.5
5160,36,HIIT,37,768,140,High,6.4,28.5
5161,57,Cycling,41,676,173,High,9.3,28.5
